round_order,round_id,round_name,round_short,round_part,round_status,user_id,user_name,user_icon,total_points_after_round,team_value,team_value_increment,league_position,lineup_type,lineup_points,lineup_position,lineup_date,lineup_date_iso,lineup_count,bonus_point,bonus_fixed,total_points_before_round
38,4517,Jornada 34,J34,,finished,6826480,Víctor Orta,i/u/6826480.png,1327,87480000,-350000,5,3-4-3,47,5,1777651041,2026-05-01T15:57:21+00:00,True,1080000,500000,1280
38,4517,Jornada 34,J34,,finished,5684093,CD Cornisa Azul,icons/42.png,1354,78730000,-540000,6,3-4-3,56,2,1777056168,2026-04-24T18:42:48+00:00,True,720000,500000,1298
38,4517,Jornada 34,J34,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,1290,78670000,-620000,7,4-3-3,34,7,1777054245,2026-04-24T18:10:45+00:00,True,1460000,500000,1256
39,4518,Jornada 35,J35,,finished,8128710,Los vengadores,icons/11.png,1689,138560000,-950000,1,3-5-2,30,7,1778266727,2026-05-08T18:58:47+00:00,True,1060000,500000,1659
39,4518,Jornada 35,J35,,finished,10089858,Karlox F.C.,icons/7.png,1590,91370000,-770000,2,3-4-3,53,1,1778237250,2026-05-08T10:47:30+00:00,True,600000,500000,1537
39,4518,Jornada 35,J35,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1548,102410000,-890000,3,3-4-3,42,5,1778225687,2026-05-08T07:34:47+00:00,True,1000000,500000,1506
39,4518,Jornada 35,J35,,finished,6822272,Ricardo J,,1434,157450000,-1960000,4,3-4-3,51,2,1778263002,2026-05-08T17:56:42+00:00,True,620000,500000,1383
39,4518,Jornada 35,J35,,finished,6826480,Víctor Orta,i/u/6826480.png,1377,87480000,-350000,5,3-4-3,50,3,1778264738,2026-05-08T18:25:38+00:00,True,840000,500000,1327
39,4518,Jornada 35,J35,,finished,5684093,CD Cornisa Azul,icons/42.png,1385,78730000,-540000,6,3-4-3,31,6,1778212872,2026-05-08T04:01:12+00:00,True,1020000,500000,1354
39,4518,Jornada 35,J35,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,1338,78670000,-620000,7,4-3-3,48,4,1777054245,2026-04-24T18:10:45+00:00,True,960000,500000,1290
40,4519,Jornada 36,J36,,finished,8128710,Los vengadores,icons/11.png,1729,138560000,-950000,1,3-4-3,40,5,1778604763,2026-05-12T16:52:43+00:00,True,960000,500000,1689
40,4519,Jornada 36,J36,,finished,10089858,Karlox F.C.,icons/7.png,1642,91370000,-770000,2,3-4-3,52,1,1778237250,2026-05-08T10:47:30+00:00,True,520000,500000,1590
40,4519,Jornada 36,J36,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1596,102410000,-890000,3,3-4-3,48,3,1778225687,2026-05-08T07:34:47+00:00,True,800000,500000,1548
40,4519,Jornada 36,J36,,finished,6822272,Ricardo J,,1465,157450000,-1960000,4,3-4-3,31,6,1778263002,2026-05-08T17:56:42+00:00,True,980000,500000,1434
40,4519,Jornada 36,J36,,finished,6826480,Víctor Orta,i/u/6826480.png,1403,87480000,-350000,5,3-4-3,26,7,1778264738,2026-05-08T18:25:38+00:00,True,1040000,500000,1377
40,4519,Jornada 36,J36,,finished,5684093,CD Cornisa Azul,icons/42.png,1428,78730000,-540000,6,3-4-3,43,4,1778601949,2026-05-12T16:05:49+00:00,True,860000,500000,1385
40,4519,Jornada 36,J36,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,1387,78670000,-620000,7,4-3-3,49,2,1777054245,2026-04-24T18:10:45+00:00,True,620000,500000,1338
41,4520,Jornada 37,J37,,finished,8128710,Los vengadores,icons/11.png,1778,138560000,-950000,1,3-4-3,49,3,1779034158,2026-05-17T16:09:18+00:00,True,860000,500000,1729
41,4520,Jornada 37,J37,,finished,10089858,Karlox F.C.,icons/7.png,1677,91370000,-770000,2,3-4-3,35,6,1778237250,2026-05-08T10:47:30+00:00,True,1140000,500000,1642
41,4520,Jornada 37,J37,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1639,102410000,-890000,3,3-4-3,43,5,1779001310,2026-05-17T07:01:50+00:00,True,980000,500000,1596
41,4520,Jornada 37,J37,,finished,6822272,Ricardo J,,1522,157450000,-1960000,4,3-5-2,57,2,1779035888,2026-05-17T16:38:08+00:00,True,700000,500000,1465
41,4520,Jornada 37,J37,,finished,6826480,Víctor Orta,i/u/6826480.png,1471,87480000,-350000,5,3-4-3,68,1,1778889485,2026-05-15T23:58:05+00:00,True,400000,500000,1403
41,4520,Jornada 37,J37,,finished,5684093,CD Cornisa Azul,icons/42.png,1448,78730000,-540000,6,3-4-3,20,7,1778795603,2026-05-14T21:53:23+00:00,True,1360000,500000,1428
41,4520,Jornada 37,J37,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,1436,78670000,-620000,7,4-3-3,49,4,1777054245,2026-04-24T18:10:45+00:00,True,980000,500000,1387
42,4521,Jornada 38,J38,,finished,8128710,Los vengadores,icons/11.png,1811,138560000,-950000,1,4-3-3,33,6,1779562178,2026-05-23T18:49:38+00:00,True,1060000,500000,1778
42,4521,Jornada 38,J38,,finished,10089858,Karlox F.C.,icons/7.png,1710,91370000,-770000,2,3-5-2,33,7,1779559817,2026-05-23T18:10:17+00:00,True,1100000,500000,1677
42,4521,Jornada 38,J38,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1692,102410000,-890000,3,3-4-3,53,2,1779001310,2026-05-17T07:01:50+00:00,True,660000,500000,1639
42,4521,Jornada 38,J38,,finished,6822272,Ricardo J,,1577,157450000,-1960000,4,3-5-2,55,1,1779560173,2026-05-23T18:16:13+00:00,True,660000,500000,1522
42,4521,Jornada 38,J38,,finished,6826480,Víctor Orta,i/u/6826480.png,1515,87480000,-350000,5,4-3-3,44,5,1779561277,2026-05-23T18:34:37+00:00,True,1020000,500000,1471
42,4521,Jornada 38,J38,,finished,5684093,CD Cornisa Azul,icons/42.png,1499,78730000,-540000,6,3-4-3,51,3,1779546256,2026-05-23T14:24:16+00:00,True,880000,500000,1448
42,4521,Jornada 38,J38,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,1485,78670000,-620000,7,4-3-3,49,4,1777054245,2026-04-24T18:10:45+00:00,True,980000,500000,1436
