round_order,round_id,round_name,round_short,round_part,round_status,user_id,user_name,user_icon,total_points_after_round,team_value,team_value_increment,league_position,lineup_type,lineup_points,lineup_position,lineup_date,lineup_date_iso,lineup_count,bonus_point,bonus_fixed,total_points_before_round
19,4500,Jornada 17,J17,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,600,78670000,-620000,7,3-4-3,37,7,1764571813,2025-12-01T06:50:13+00:00,True,1160000,500000,563
20,4501,Jornada 18,J18,,finished,8128710,Los vengadores,icons/11.png,881,138560000,-950000,1,4-3-3,44,2,1767364407,2026-01-02T14:33:27+00:00,True,800000,500000,837
20,4501,Jornada 18,J18,,finished,10089858,Karlox F.C.,icons/7.png,812,91370000,-770000,2,4-4-2,42,5,1767383324,2026-01-02T19:48:44+00:00,True,860000,500000,770
20,4501,Jornada 18,J18,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,838,102410000,-890000,3,4-3-3,30,7,1767047652,2025-12-29T22:34:12+00:00,True,1240000,500000,808
20,4501,Jornada 18,J18,,finished,6822272,Ricardo J,,717,157450000,-1960000,4,3-4-3,62,1,1767383810,2026-01-02T19:56:50+00:00,True,600000,500000,655
20,4501,Jornada 18,J18,,finished,6826480,Víctor Orta,i/u/6826480.png,703,87480000,-350000,5,4-3-3,43,3,1767378889,2026-01-02T18:34:49+00:00,True,840000,500000,660
20,4501,Jornada 18,J18,,finished,5684093,CD Cornisa Azul,icons/42.png,657,78730000,-540000,6,3-4-3,42,4,1767383862,2026-01-02T19:57:42+00:00,True,840000,500000,615
20,4501,Jornada 18,J18,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,640,78670000,-620000,7,3-4-3,40,6,1766902286,2025-12-28T06:11:26+00:00,True,880000,500000,600
21,4787,Jornada 19 (aplazada),J19,2,finished,8128710,Los vengadores,icons/11.png,881,138560000,-950000,1,3-4-3,45,6,1764698779,2025-12-02T18:06:19+00:00,True,1360000,500000,836
21,4787,Jornada 19 (aplazada),J19,2,finished,10089858,Karlox F.C.,icons/7.png,812,91370000,-770000,2,4-4-2,54,3,1764703475,2025-12-02T19:24:35+00:00,True,920000,500000,758
21,4787,Jornada 19 (aplazada),J19,2,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,838,102410000,-890000,3,4-3-3,68,1,1764497038,2025-11-30T10:03:58+00:00,True,780000,500000,770
21,4787,Jornada 19 (aplazada),J19,2,finished,6822272,Ricardo J,,717,157450000,-1960000,4,3-4-3,46,5,1764664723,2025-12-02T08:38:43+00:00,True,1080000,500000,671
21,4787,Jornada 19 (aplazada),J19,2,finished,6826480,Víctor Orta,i/u/6826480.png,703,87480000,-350000,5,4-3-3,39,7,1764355686,2025-11-28T18:48:06+00:00,True,1360000,500000,664
21,4787,Jornada 19 (aplazada),J19,2,finished,5684093,CD Cornisa Azul,icons/42.png,657,78730000,-540000,6,4-3-3,52,4,1764684376,2025-12-02T14:06:16+00:00,True,1040000,500000,605
21,4787,Jornada 19 (aplazada),J19,2,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,640,78670000,-620000,7,3-4-3,68,2,1764571813,2025-12-01T06:50:13+00:00,True,900000,500000,572
22,4503,Jornada 20,J20,,finished,8128710,Los vengadores,icons/11.png,951,138560000,-950000,1,4-3-3,70,1,1768593477,2026-01-16T19:57:57+00:00,True,620000,500000,881
22,4503,Jornada 20,J20,,finished,10089858,Karlox F.C.,icons/7.png,843,91370000,-770000,2,3-4-3,31,7,1768549410,2026-01-16T07:43:30+00:00,True,1400000,500000,812
22,4503,Jornada 20,J20,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,870,102410000,-890000,3,3-5-2,32,6,1768236392,2026-01-12T16:46:32+00:00,True,1100000,500000,838
22,4503,Jornada 20,J20,,finished,6822272,Ricardo J,,772,157450000,-1960000,4,3-4-3,55,2,1768589644,2026-01-16T18:54:04+00:00,True,640000,500000,717
22,4503,Jornada 20,J20,,finished,6826480,Víctor Orta,i/u/6826480.png,748,87480000,-350000,5,4-3-3,45,3,1768588318,2026-01-16T18:31:58+00:00,True,700000,500000,703
22,4503,Jornada 20,J20,,finished,5684093,CD Cornisa Azul,icons/42.png,692,78730000,-540000,6,3-4-3,35,5,1768321461,2026-01-13T16:24:21+00:00,True,900000,500000,657
22,4503,Jornada 20,J20,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,682,78670000,-620000,7,3-4-3,42,4,1768575757,2026-01-16T15:02:37+00:00,True,840000,500000,640
23,4504,Jornada 21,J21,,finished,8128710,Los vengadores,icons/11.png,1033,138560000,-950000,1,3-4-3,82,1,1769172973,2026-01-23T12:56:13+00:00,True,400000,500000,951
23,4504,Jornada 21,J21,,finished,10089858,Karlox F.C.,icons/7.png,890,91370000,-770000,2,3-4-3,47,4,1768973911,2026-01-21T05:38:31+00:00,True,940000,500000,843
23,4504,Jornada 21,J21,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,913,102410000,-890000,3,4-4-2,43,6,1769163772,2026-01-23T10:22:52+00:00,True,1160000,500000,870
23,4504,Jornada 21,J21,,finished,6822272,Ricardo J,,816,157450000,-1960000,4,3-4-3,44,5,1769191891,2026-01-23T18:11:31+00:00,True,980000,500000,772
23,4504,Jornada 21,J21,,finished,6826480,Víctor Orta,i/u/6826480.png,768,87480000,-350000,5,4-3-3,20,7,1769189516,2026-01-23T17:31:56+00:00,True,1640000,500000,748
23,4504,Jornada 21,J21,,finished,5684093,CD Cornisa Azul,icons/42.png,741,78730000,-540000,6,3-4-3,49,3,1768321461,2026-01-13T16:24:21+00:00,True,880000,500000,692
23,4504,Jornada 21,J21,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,740,78670000,-620000,7,3-4-3,58,2,1768750580,2026-01-18T15:36:20+00:00,True,860000,500000,682
24,4505,Jornada 22,J22,,finished,8128710,Los vengadores,icons/11.png,1100,138560000,-950000,1,3-4-3,67,1,1769789779,2026-01-30T16:16:19+00:00,True,680000,500000,1033
24,4505,Jornada 22,J22,,finished,10089858,Karlox F.C.,icons/7.png,939,91370000,-770000,2,3-4-3,49,3,1768973911,2026-01-21T05:38:31+00:00,True,900000,500000,890
24,4505,Jornada 22,J22,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,947,102410000,-890000,3,4-4-2,34,7,1769722966,2026-01-29T21:42:46+00:00,True,1340000,500000,913
24,4505,Jornada 22,J22,,finished,6822272,Ricardo J,,864,157450000,-1960000,4,3-5-2,48,4,1769765827,2026-01-30T09:37:07+00:00,True,960000,500000,816
24,4505,Jornada 22,J22,,finished,6826480,Víctor Orta,i/u/6826480.png,822,87480000,-350000,5,4-3-3,54,2,1769734488,2026-01-30T00:54:48+00:00,True,760000,500000,768
24,4505,Jornada 22,J22,,finished,5684093,CD Cornisa Azul,icons/42.png,779,78730000,-540000,6,3-4-3,38,6,1769331102,2026-01-25T08:51:42+00:00,True,1080000,500000,741
24,4505,Jornada 22,J22,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,785,78670000,-620000,7,3-4-3,45,5,1769670400,2026-01-29T07:06:40+00:00,True,980000,500000,740
25,4506,Jornada 23,J23,,finished,8128710,Los vengadores,icons/11.png,1164,138560000,-950000,1,3-4-3,64,2,1770400877,2026-02-06T18:01:17+00:00,True,540000,500000,1100
25,4506,Jornada 23,J23,,finished,10089858,Karlox F.C.,icons/7.png,1005,91370000,-770000,2,4-3-3,66,1,1770353111,2026-02-06T04:45:11+00:00,True,480000,500000,939
25,4506,Jornada 23,J23,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1006,102410000,-890000,3,4-5-1,59,3,1770388458,2026-02-06T14:34:18+00:00,True,620000,500000,947
25,4506,Jornada 23,J23,,finished,6822272,Ricardo J,,905,157450000,-1960000,4,3-5-2,41,5,1769955684,2026-02-01T14:21:24+00:00,True,820000,500000,864
25,4506,Jornada 23,J23,,finished,6826480,Víctor Orta,i/u/6826480.png,849,87480000,-350000,5,4-3-3,27,7,1770394982,2026-02-06T16:23:02+00:00,True,1280000,500000,822
25,4506,Jornada 23,J23,,finished,5684093,CD Cornisa Azul,icons/42.png,811,78730000,-540000,6,3-4-3,32,6,1770360741,2026-02-06T06:52:21+00:00,True,1320000,500000,779
25,4506,Jornada 23,J23,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,829,78670000,-620000,7,3-4-3,44,4,1770362119,2026-02-06T07:15:19+00:00,True,1180000,500000,785
26,4507,Jornada 24,J24,,finished,8128710,Los vengadores,icons/11.png,1176,138560000,-950000,1,3-4-3,12,7,1770971182,2026-02-13T08:26:22+00:00,True,1040000,500000,1164
26,4507,Jornada 24,J24,,finished,10089858,Karlox F.C.,icons/7.png,1057,91370000,-770000,2,4-4-2,52,1,1771009953,2026-02-13T19:12:33+00:00,True,240000,500000,1005
26,4507,Jornada 24,J24,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1055,102410000,-890000,3,4-4-2,49,2,1770973687,2026-02-13T09:08:07+00:00,True,740000,500000,1006
26,4507,Jornada 24,J24,,finished,6822272,Ricardo J,,942,157450000,-1960000,4,3-5-2,37,6,1771011536,2026-02-13T19:38:56+00:00,True,980000,500000,905
26,4507,Jornada 24,J24,,finished,6826480,Víctor Orta,i/u/6826480.png,892,87480000,-350000,5,3-4-3,43,4,1770883383,2026-02-12T08:03:03+00:00,True,860000,500000,849
26,4507,Jornada 24,J24,,finished,5684093,CD Cornisa Azul,icons/42.png,857,78730000,-540000,6,3-4-3,46,3,1770989588,2026-02-13T13:33:08+00:00,True,840000,500000,811
26,4507,Jornada 24,J24,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,871,78670000,-620000,7,3-4-3,42,5,1770793432,2026-02-11T07:03:52+00:00,True,920000,500000,829
27,4801,Jornada 16 (aplazada),J16,2,finished,8128710,Los vengadores,icons/11.png,1176,138560000,-950000,1,4-3-3,37,4,1765569597,2025-12-12T19:59:57+00:00,True,740000,500000,1139
27,4801,Jornada 16 (aplazada),J16,2,finished,10089858,Karlox F.C.,icons/7.png,1057,91370000,-770000,2,3-5-2,44,3,1765441293,2025-12-11T08:21:33+00:00,True,740000,500000,1013
27,4801,Jornada 16 (aplazada),J16,2,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1055,102410000,-890000,3,4-3-3,45,2,1765448250,2025-12-11T10:17:30+00:00,True,600000,500000,1010
27,4801,Jornada 16 (aplazada),J16,2,finished,6822272,Ricardo J,,942,157450000,-1960000,4,4-3-3,30,6,1765563673,2025-12-12T18:21:13+00:00,True,900000,500000,912
27,4801,Jornada 16 (aplazada),J16,2,finished,6826480,Víctor Orta,i/u/6826480.png,892,87480000,-350000,5,4-3-3,60,1,1764956223,2025-12-05T17:37:03+00:00,True,440000,500000,832
27,4801,Jornada 16 (aplazada),J16,2,finished,5684093,CD Cornisa Azul,icons/42.png,857,78730000,-540000,6,3-5-2,37,5,1765566222,2025-12-12T19:03:42+00:00,True,880000,500000,820
27,4801,Jornada 16 (aplazada),J16,2,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,871,78670000,-620000,7,3-4-3,22,7,1764571813,2025-12-01T06:50:13+00:00,True,1200000,500000,849
28,4508,Jornada 25,J25,,finished,8128710,Los vengadores,icons/11.png,1226,138560000,-950000,1,3-4-3,50,2,1771605633,2026-02-20T16:40:33+00:00,True,640000,500000,1176
28,4508,Jornada 25,J25,,finished,10089858,Karlox F.C.,icons/7.png,1106,91370000,-770000,2,4-3-3,49,4,1771609804,2026-02-20T17:50:04+00:00,True,980000,500000,1057
28,4508,Jornada 25,J25,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1087,102410000,-890000,3,3-4-3,32,6,1771605074,2026-02-20T16:31:14+00:00,True,1000000,500000,1055
28,4508,Jornada 25,J25,,finished,6822272,Ricardo J,,991,157450000,-1960000,4,3-5-2,49,3,1771571122,2026-02-20T07:05:22+00:00,True,860000,500000,942
28,4508,Jornada 25,J25,,finished,6826480,Víctor Orta,i/u/6826480.png,935,87480000,-350000,5,3-4-3,43,5,1771601404,2026-02-20T15:30:04+00:00,True,980000,500000,892
28,4508,Jornada 25,J25,,finished,5684093,CD Cornisa Azul,icons/42.png,913,78730000,-540000,6,3-4-3,56,1,1771604202,2026-02-20T16:16:42+00:00,True,420000,500000,857
28,4508,Jornada 25,J25,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,892,78670000,-620000,7,3-4-3,21,7,1771186307,2026-02-15T20:11:47+00:00,True,1120000,500000,871
29,4509,Jornada 26,J26,,finished,8128710,Los vengadores,icons/11.png,1289,138560000,-950000,1,3-4-3,63,1,1772194828,2026-02-27T12:20:28+00:00,True,500000,500000,1226
29,4509,Jornada 26,J26,,finished,10089858,Karlox F.C.,icons/7.png,1158,91370000,-770000,2,4-4-2,52,2,1772219260,2026-02-27T19:07:40+00:00,True,560000,500000,1106
29,4509,Jornada 26,J26,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1112,102410000,-890000,3,3-4-3,25,7,1771605074,2026-02-20T16:31:14+00:00,True,1260000,500000,1087
29,4509,Jornada 26,J26,,finished,6822272,Ricardo J,,1019,157450000,-1960000,4,3-5-2,28,6,1772139106,2026-02-26T20:51:46+00:00,True,1040000,500000,991
29,4509,Jornada 26,J26,,finished,6826480,Víctor Orta,i/u/6826480.png,969,87480000,-350000,5,3-4-3,34,5,1772220498,2026-02-27T19:28:18+00:00,True,820000,500000,935
29,4509,Jornada 26,J26,,finished,5684093,CD Cornisa Azul,icons/42.png,951,78730000,-540000,6,3-4-3,38,4,1772217058,2026-02-27T18:30:58+00:00,True,760000,500000,913
29,4509,Jornada 26,J26,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,933,78670000,-620000,7,3-4-3,41,3,1771186307,2026-02-15T20:11:47+00:00,True,680000,500000,892
30,4832,Jornada 23 (aplazada),J23,2,finished,8128710,Los vengadores,icons/11.png,1289,138560000,-950000,1,3-4-3,64,2,1770400877,2026-02-06T18:01:17+00:00,True,640000,500000,1225
30,4832,Jornada 23 (aplazada),J23,2,finished,10089858,Karlox F.C.,icons/7.png,1158,91370000,-770000,2,4-3-3,66,1,1770353111,2026-02-06T04:45:11+00:00,True,540000,500000,1092
30,4832,Jornada 23 (aplazada),J23,2,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1112,102410000,-890000,3,4-5-1,59,3,1770388458,2026-02-06T14:34:18+00:00,True,820000,500000,1053
30,4832,Jornada 23 (aplazada),J23,2,finished,6822272,Ricardo J,,1019,157450000,-1960000,4,3-5-2,41,5,1769955684,2026-02-01T14:21:24+00:00,True,1180000,500000,978
30,4832,Jornada 23 (aplazada),J23,2,finished,6826480,Víctor Orta,i/u/6826480.png,969,87480000,-350000,5,4-3-3,27,7,1770394982,2026-02-06T16:23:02+00:00,True,1320000,500000,942
30,4832,Jornada 23 (aplazada),J23,2,finished,5684093,CD Cornisa Azul,icons/42.png,951,78730000,-540000,6,3-4-3,32,6,1770360741,2026-02-06T06:52:21+00:00,True,1280000,500000,919
30,4832,Jornada 23 (aplazada),J23,2,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,933,78670000,-620000,7,3-4-3,44,4,1770362119,2026-02-06T07:15:19+00:00,True,880000,500000,889
31,4510,Jornada 27,J27,,finished,8128710,Los vengadores,icons/11.png,1333,138560000,-950000,1,3-4-3,44,5,1772802742,2026-03-06T13:12:22+00:00,True,960000,500000,1289
31,4510,Jornada 27,J27,,finished,10089858,Karlox F.C.,icons/7.png,1204,91370000,-770000,2,4-4-2,46,4,1772219260,2026-02-27T19:07:40+00:00,True,920000,500000,1158
31,4510,Jornada 27,J27,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1138,102410000,-890000,3,3-4-3,26,7,1772704357,2026-03-05T09:52:37+00:00,True,980000,500000,1112
31,4510,Jornada 27,J27,,finished,6822272,Ricardo J,,1067,157450000,-1960000,4,3-5-2,48,2,1772824901,2026-03-06T19:21:41+00:00,True,840000,500000,1019
31,4510,Jornada 27,J27,,finished,6826480,Víctor Orta,i/u/6826480.png,1011,87480000,-350000,5,3-4-3,42,6,1772784993,2026-03-06T08:16:33+00:00,True,960000,500000,969
31,4510,Jornada 27,J27,,finished,5684093,CD Cornisa Azul,icons/42.png,999,78730000,-540000,6,3-4-3,48,3,1772355930,2026-03-01T09:05:30+00:00,True,880000,500000,951
31,4510,Jornada 27,J27,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,982,78670000,-620000,7,4-3-3,49,1,1772804256,2026-03-06T13:37:36+00:00,True,520000,500000,933
32,4511,Jornada 28,J28,,finished,8128710,Los vengadores,icons/11.png,1384,138560000,-950000,1,3-4-3,51,3,1773146721,2026-03-10T12:45:21+00:00,True,960000,500000,1333
32,4511,Jornada 28,J28,,finished,10089858,Karlox F.C.,icons/7.png,1254,91370000,-770000,2,3-4-3,50,4,1773121008,2026-03-10T05:36:48+00:00,True,1000000,500000,1204
32,4511,Jornada 28,J28,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1197,102410000,-890000,3,3-4-3,59,1,1773088541,2026-03-09T20:35:41+00:00,True,680000,500000,1138
32,4511,Jornada 28,J28,,finished,6822272,Ricardo J,,1122,157450000,-1960000,4,3-5-2,55,2,1773430335,2026-03-13T19:32:15+00:00,True,720000,500000,1067
32,4511,Jornada 28,J28,,finished,6826480,Víctor Orta,i/u/6826480.png,1059,87480000,-350000,5,3-5-2,48,5,1773423033,2026-03-13T17:30:33+00:00,True,1020000,500000,1011
32,4511,Jornada 28,J28,,finished,5684093,CD Cornisa Azul,icons/42.png,1033,78730000,-540000,6,4-3-3,34,7,1773414304,2026-03-13T15:05:04+00:00,True,1180000,500000,999
32,4511,Jornada 28,J28,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,1018,78670000,-620000,7,4-3-3,36,6,1772804256,2026-03-06T13:37:36+00:00,True,1100000,500000,982
33,4512,Jornada 29,J29,,finished,8128710,Los vengadores,icons/11.png,1424,138560000,-950000,1,3-4-3,40,6,1774036144,2026-03-20T19:49:04+00:00,True,1220000,500000,1384
33,4512,Jornada 29,J29,,finished,10089858,Karlox F.C.,icons/7.png,1309,91370000,-770000,2,3-4-3,55,3,1773903688,2026-03-19T07:01:28+00:00,True,1060000,500000,1254
33,4512,Jornada 29,J29,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1258,102410000,-890000,3,3-4-3,61,2,1774030051,2026-03-20T18:07:31+00:00,True,800000,500000,1197
33,4512,Jornada 29,J29,,finished,6822272,Ricardo J,,1184,157450000,-1960000,4,3-4-3,62,1,1774035669,2026-03-20T19:41:09+00:00,True,540000,500000,1122
33,4512,Jornada 29,J29,,finished,6826480,Víctor Orta,i/u/6826480.png,1086,87480000,-350000,5,4-3-3,27,7,1773996391,2026-03-20T08:46:31+00:00,True,1240000,500000,1059
33,4512,Jornada 29,J29,,finished,5684093,CD Cornisa Azul,icons/42.png,1086,78730000,-540000,6,4-3-3,53,5,1773610686,2026-03-15T21:38:06+00:00,True,1100000,500000,1033
33,4512,Jornada 29,J29,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,1072,78670000,-620000,7,4-3-3,54,4,1773700523,2026-03-16T22:35:23+00:00,True,1080000,500000,1018
34,4513,Jornada 30,J30,,finished,8128710,Los vengadores,icons/11.png,1462,138560000,-950000,1,3-4-3,38,6,1774891300,2026-03-30T17:21:40+00:00,True,1020000,500000,1424
34,4513,Jornada 30,J30,,finished,10089858,Karlox F.C.,icons/7.png,1348,91370000,-770000,2,3-4-3,39,5,1775113154,2026-04-02T06:59:14+00:00,True,980000,500000,1309
34,4513,Jornada 30,J30,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1316,102410000,-890000,3,3-5-2,58,1,1774771208,2026-03-29T08:00:08+00:00,True,760000,500000,1258
34,4513,Jornada 30,J30,,finished,6822272,Ricardo J,,1222,157450000,-1960000,4,3-4-3,38,7,1774271872,2026-03-23T13:17:52+00:00,True,1160000,500000,1184
34,4513,Jornada 30,J30,,finished,6826480,Víctor Orta,i/u/6826480.png,1137,87480000,-350000,5,3-4-3,51,2,1775242000,2026-04-03T18:46:40+00:00,True,760000,500000,1086
34,4513,Jornada 30,J30,,finished,5684093,CD Cornisa Azul,icons/42.png,1135,78730000,-540000,6,4-3-3,49,3,1774999830,2026-03-31T23:30:30+00:00,True,780000,500000,1086
34,4513,Jornada 30,J30,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,1117,78670000,-620000,7,4-3-3,45,4,1773700523,2026-03-16T22:35:23+00:00,True,900000,500000,1072
35,4514,Jornada 31,J31,,finished,8128710,Los vengadores,icons/11.png,1523,138560000,-950000,1,3-4-3,61,2,1775847577,2026-04-10T18:59:37+00:00,True,760000,500000,1462
35,4514,Jornada 31,J31,,finished,10089858,Karlox F.C.,icons/7.png,1386,91370000,-770000,2,3-4-3,38,6,1775796453,2026-04-10T04:47:33+00:00,True,1220000,500000,1348
35,4514,Jornada 31,J31,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1344,102410000,-890000,3,3-5-2,28,7,1775841873,2026-04-10T17:24:33+00:00,True,1280000,500000,1316
35,4514,Jornada 31,J31,,finished,6822272,Ricardo J,,1275,157450000,-1960000,4,3-5-2,53,3,1775845235,2026-04-10T18:20:35+00:00,True,820000,500000,1222
35,4514,Jornada 31,J31,,finished,6826480,Víctor Orta,i/u/6826480.png,1180,87480000,-350000,5,3-4-3,43,4,1775778563,2026-04-09T23:49:23+00:00,True,860000,500000,1137
35,4514,Jornada 31,J31,,finished,5684093,CD Cornisa Azul,icons/42.png,1199,78730000,-540000,6,3-4-3,64,1,1775455442,2026-04-06T06:04:02+00:00,True,560000,500000,1135
35,4514,Jornada 31,J31,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,1158,78670000,-620000,7,4-3-3,41,5,1775627462,2026-04-08T05:51:02+00:00,True,1060000,500000,1117
36,4516,Jornada 33,J33,,finished,8128710,Los vengadores,icons/11.png,1569,138560000,-950000,1,3-4-3,46,4,1776759800,2026-04-21T08:23:20+00:00,True,980000,500000,1523
36,4516,Jornada 33,J33,,finished,10089858,Karlox F.C.,icons/7.png,1426,91370000,-770000,2,3-4-3,40,6,1775796453,2026-04-10T04:47:33+00:00,True,1160000,500000,1386
36,4516,Jornada 33,J33,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1394,102410000,-890000,3,3-5-2,50,2,1776673735,2026-04-20T08:28:55+00:00,True,860000,500000,1344
36,4516,Jornada 33,J33,,finished,6822272,Ricardo J,,1275,157450000,-1960000,4,3-4-3,55,7,1776409081,2026-04-17T06:58:01+00:00,False,,,1220
36,4516,Jornada 33,J33,,finished,6826480,Víctor Orta,i/u/6826480.png,1223,87480000,-350000,5,3-4-3,43,5,1776697351,2026-04-20T15:02:31+00:00,True,1000000,500000,1180
36,4516,Jornada 33,J33,,finished,5684093,CD Cornisa Azul,icons/42.png,1257,78730000,-540000,6,3-4-3,58,1,1776777072,2026-04-21T13:11:12+00:00,True,800000,500000,1199
36,4516,Jornada 33,J33,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,1207,78670000,-620000,7,4-3-3,49,3,1775627462,2026-04-08T05:51:02+00:00,True,920000,500000,1158
37,4515,Jornada 32,J32,,finished,8128710,Los vengadores,icons/11.png,1623,138560000,-950000,1,3-4-3,54,4,1777055601,2026-04-24T18:33:21+00:00,True,1080000,500000,1569
37,4515,Jornada 32,J32,,finished,10089858,Karlox F.C.,icons/7.png,1464,91370000,-770000,2,3-4-3,38,7,1775796453,2026-04-10T04:47:33+00:00,True,1160000,500000,1426
37,4515,Jornada 32,J32,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1452,102410000,-890000,3,3-5-2,58,1,1777055323,2026-04-24T18:28:43+00:00,True,760000,500000,1394
37,4515,Jornada 32,J32,,finished,6822272,Ricardo J,,1330,157450000,-1960000,4,3-4-3,55,3,1777053944,2026-04-24T18:05:44+00:00,True,980000,500000,1275
37,4515,Jornada 32,J32,,finished,6826480,Víctor Orta,i/u/6826480.png,1280,87480000,-350000,5,3-4-3,57,2,1777054054,2026-04-24T18:07:34+00:00,True,820000,500000,1223
37,4515,Jornada 32,J32,,finished,5684093,CD Cornisa Azul,icons/42.png,1298,78730000,-540000,6,3-4-3,41,6,1777056168,2026-04-24T18:42:48+00:00,True,1140000,500000,1257
37,4515,Jornada 32,J32,,finished,11678835,Julia,https://graph.facebook.com/10218096465979952/picture?height=300&width=300,1256,78670000,-620000,7,4-3-3,49,5,1777054245,2026-04-24T18:10:45+00:00,True,1100000,500000,1207
38,4517,Jornada 34,J34,,finished,8128710,Los vengadores,icons/11.png,1659,138560000,-950000,1,4-5-1,36,6,1777651080,2026-05-01T15:58:00+00:00,True,1120000,500000,1623
38,4517,Jornada 34,J34,,finished,10089858,Karlox F.C.,icons/7.png,1537,91370000,-770000,2,3-4-3,73,1,1777622769,2026-05-01T08:06:09+00:00,True,680000,500000,1464
38,4517,Jornada 34,J34,,finished,8127478,Arregui,https://lh3.googleusercontent.com/a/AItbvmlJOQCrYJFKsWPDYSjpqt1A7kAZJUhj-ZkmC-6Q=s300-c,1506,102410000,-890000,3,3-4-3,54,3,1777446097,2026-04-29T07:01:37+00:00,True,940000,500000,1452
38,4517,Jornada 34,J34,,finished,6822272,Ricardo J,,1383,157450000,-1960000,4,3-4-3,53,4,1777474419,2026-04-29T14:53:39+00:00,True,1060000,500000,1330
