id,name,slug,teamID,position,price,fantasyPrice,number,status,priceIncrement,playedHome,playedAway,points,pointsHome,pointsAway,pointsLastSeason,fitness_json,iconHero,altPositions,statusInfo,statusChange
38449,Rego,rego,1,3,390000,8000000,30,ok,-10000,15,14,76,42,34,,"[-2,2,2,2,6]",,,,
38493,Renato Veiga,renato-veiga,19,2,2010000,15000000,12,ok,-40000,17,15,76,36,40,,"[null,null,2,6,6]",,,,
39664,Renzo Saravia,renzo-saravia,18,2,150000,8000000,20,ok,0,3,2,10,2,8,,"[null,""injured"",-2,2,2]",,,,
33243,Risco,risco,8,3,150000,7000000,26,ok,0,0,0,0,0,0,10,"[null,null,null,null,null]",,,,
24474,Robert Navarro,robert-navarro,1,3,2030000,10000000,23,ok,-40000,16,16,140,68,72,90,"[2,2,2,2,14]",,[4],,
37724,Mendoza,rodrigo-mendoza,2,3,610000,7000000,4,ok,-10000,11,13,82,52,30,,"[""injured"",""injured"",0,null,2]",,,,
8670,Roro Riquelme,rodrigo-riquelme,87,3,510000,10000000,17,ok,-10000,10,15,60,14,46,60,"[null,2,2,2,2]",,[4],,
18178,Rodrygo,rodrygo-goes,15,4,1540000,37000000,11,injured,30000,10,9,39,20,19,122,"[""injured"",""injured"",""injured"",""injured"",""injured""]",i/p/hero/18178.png,,Rotura del ligamento cruzado anterior y la rotura del menisco externo de la pierna derecha. Retorno estimado: Mediados de Octubre.,1772535600
15396,Brugué,roger-brugue,10,4,310000,8000000,7,ok,0,8,11,43,10,33,,"[null,-4,9,6,2]",,[3],,
20702,Ronald Araújo,ronald-araujo,3,2,2390000,14000000,4,ok,0,11,13,93,60,33,21,"[-2,2,null,null,2]",i/p/hero/20702.png,,,
33970,Rosier,rosier,93,2,2070000,12000000,19,ok,40000,15,16,128,66,62,113,"[6,2,6,2,6]",,,,
1602,Rubén García,ruben-garcia,93,3,2110000,18000000,14,ok,0,18,17,116,84,32,158,"[0,6,2,2,2]",i/p/hero/1602.png,[4],,
23572,Rubén Sánchez,ruben-sanchez,7,2,240000,7000000,2,ok,0,12,9,64,42,22,,"[6,2,6,2,6]",,[3],,
35615,Rubén Vargas,ruben-vargas,17,4,2110000,15000000,11,ok,-30000,12,12,83,32,51,52,"[2,-2,2,-2,2]",,[3],,
2253,Rüdiger,rudiger,15,2,3840000,15000000,22,ok,-40000,8,10,65,33,32,90,"[null,2,""doubt"",2,2]",i/p/hero/2253.png,,,
2055,De Galarreta,ruiz-de-galarreta,1,3,2340000,15000000,16,ok,0,17,17,124,74,50,106,"[-2,6,2,null,6]",,,,
2184,Ryan,ryan,10,1,3290000,11000000,13,ok,0,18,18,176,80,96,,"[6,10,6,2,2]",,,,
39801,Boselli,s-boselli,8,2,150000,7000000,15,ok,0,6,5,22,14,8,,"[null,null,2,null,null]",,,,
11677,Dimitrievski,s-dimitrievski,18,1,1990000,8000000,1,ok,0,10,10,88,48,40,16,"[6,2,6,10,2]",,,,
31018,Santiago Mouriño,s-mourino,19,2,2470000,11000000,15,ok,-60000,10,18,110,53,57,78,"[10,2,null,6,null]",,,,
17057,Sancet,sancet,1,3,2500000,34000000,8,ok,-30000,12,16,96,55,41,219,"[""doubt"",""injured"",""injured"",2,14]",i/p/hero/17057.png,,,
9480,Comesaña,santi-comesana,19,3,5760000,18000000,14,ok,0,16,18,146,96,50,150,"[null,2,2,2,10]",i/p/hero/9480.png,,,
39792,Satriano,satriano,8,4,2490000,11000000,10,ok,-10000,9,9,90,61,29,,"[null,-2,16,6,2]",,[3],,
39327,Selton Sánchez,selton-sanchez,1,3,150000,7000000,44,ok,0,4,3,10,6,4,,"[null,null,null,null,null]",,,,
31020,Sergi Altimira,sergi-altimira,87,3,780000,12000000,6,ok,-10000,10,14,72,32,40,108,"[null,""doubt"",2,6,null]",,,,
30493,Sergi Cardona,sergi-cardona,19,2,1580000,14000000,23,ok,-30000,13,18,83,36,47,127,"[-2,2,null,6,2]",,,,
17756,Camello,sergio-camello,70,4,3290000,8000000,10,ok,-90000,12,10,77,47,30,71,"[9,13,null,6,13]",i/p/hero/17756.png,,,
10574,Carreira,sergio-carreira,5,2,2160000,10000000,5,ok,-40000,16,18,140,78,62,82,"[6,2,2,2,6]",,[3],,
19299,Sergio Gómez,sergio-gomez,13,2,2680000,20000000,17,ok,-60000,17,18,118,52,66,150,"[6,2,6,2,2]",,[3],,
18251,Sergio Herrera,sergio-herrera,93,1,2180000,15000000,1,ok,-40000,18,19,136,56,80,162,"[2,2,null,-8,6]",,,,
19501,Simeone,simeone,2,5,2050000,18000000,0,ok,0,19,19,69,46,23,76,"[0,3,3,0,3]",,,,
9887,Sivera,sivera,91,1,2370000,13000000,1,ok,0,19,19,172,78,94,154,"[2,2,6,6,2]",,,,
38958,Amrabat,sofyan-amrabat,87,3,3790000,18000000,14,ok,-80000,9,8,78,50,28,,"[null,2,6,2,6]",,,,
26879,Swedberg,swedberg,5,3,2190000,11000000,19,ok,-50000,15,14,104,40,64,102,"[2,6,2,6,6]",,[4],,
34613,Szczęsny,szczesny,3,1,930000,14000000,25,ok,-10000,3,5,44,18,26,82,"[2,null,6,null,null]",i/p/hero/34613.png,,,
16738,Courtois,t-courtois,15,1,3200000,21000000,1,ok,0,16,16,146,66,80,136,"[2,6,6,6,""injured""]",i/p/hero/16738.png,,,
35344,Buchanan,tajon-buchanan,19,3,2920000,11000000,17,ok,0,17,17,142,102,40,46,"[null,-2,2,2,6]",i/p/hero/35344.png,[4],,
20102,Kubo,takefusa-kubo,13,3,6220000,26000000,14,ok,-160000,12,12,100,48,52,192,"[null,null,2,2,6]",i/p/hero/20102.png,[4],,
27715,Nianzou,tanguy-nianzou,17,2,210000,8000000,5,ok,0,6,6,22,20,2,17,"[null,null,null,null,null]",,,,
38854,Oluwaseyi,tani-oluwaseyi,19,4,250000,18000000,21,ok,0,11,16,62,31,31,,"[null,-2,null,2,null]",,,,
39835,Tay Abed,tay-abed,10,4,150000,7000000,55,ok,0,3,4,6,0,6,,"[2,null,null,0,null]",,[3],,
26048,Tchouameni,tchouameni,15,3,9070000,29000000,14,ok,-150000,18,15,148,78,70,82,"[null,2,2,2,6]",,[2],,
22690,Tete Morente,tete-morente,75,4,410000,7000000,15,ok,-10000,7,6,41,25,16,,"[6,2,2,2,2]",,[3],,
35901,Thiago Almada,thiago-almada,2,3,1310000,28000000,11,ok,-20000,14,13,34,40,-6,,"[""injured"",2,-2,-2,-2]",,[4],,
13994,Correia,thierry-correia,18,2,200000,10000000,12,ok,0,11,13,36,16,20,24,"[0,2,""injured"",""injured"",""injured""]",,,,
1924,Thomas,thomas,19,3,300000,28000000,16,ok,0,14,11,38,16,22,,"[null,2,-2,2,2]",,,,
34802,Toni Martínez,toni-martinez,91,4,7820000,8000000,11,ok,0,18,19,192,89,103,94,"[9,9,6,5,2]",i/p/hero/34802.png,,,
31465,Torrents,torrents,3,2,150000,7000000,26,ok,0,1,2,8,6,2,,"[null,null,""injured"",""injured"",""injured""]",,,,
39388,Tunde,tunde-2,10,4,150000,7000000,26,ok,0,12,9,50,36,14,,"[2,0,2,2,2]",,[3],,
39785,Raghouber,ugo-raghouber,10,3,300000,7000000,14,ok,0,8,8,28,12,16,,"[2,0,2,null,2]",,,,
26077,Sadiq,umar-sadiq,18,4,2480000,12000000,6,ok,-60000,12,13,84,29,55,81,"[0,2,2,13,-2]",i/p/hero/26077.png,,,
38144,Egiluz,unai-egiluz,1,2,150000,7000000,13,injured,0,0,0,0,0,0,,"[""injured"",""injured"",null,null,null]",,,Rotura de la plastia del ligamento cruzado anterior de la rodilla derecha. Retorno estimado: Vuelta indefinida.,1778864422
15455,Elgezabal,unai-elgezabal,10,2,240000,8000000,5,ok,0,5,7,33,10,23,,"[""doubt"",""injured"",""injured"",""injured"",""doubt""]",,,,
31348,Unai Gómez,unai-gomez,1,3,240000,8000000,20,ok,0,12,14,60,30,30,82,"[-2,6,6,2,-2]",,[4],,
1969,Unai López,unai-lopez,70,3,320000,10000000,17,ok,0,15,13,77,38,39,92,"[null,2,2,2,2]",,,,
31228,Unai Marrero,unai-marrero,13,1,170000,8000000,13,ok,0,0,1,6,0,6,12,"[6,null,null,null,null]",,,,
10155,Unai Núñez,unai-nunez,18,2,960000,13000000,4,ok,-10000,7,6,46,26,20,22,"[6,2,2,2,null]",,,,
17021,Unai Simón,unai-simon,1,1,1990000,20000000,1,ok,-30000,19,18,142,74,68,86,"[null,2,2,2,2]",i/p/hero/17021.png,,,
21145,Vencedor,unai-vencedor,10,3,240000,8000000,12,ok,0,8,8,32,8,24,,"[null,null,null,null,null]",,,,
22699,Urko Gonzalez,urko-gonzalez,7,3,1780000,9000000,4,ok,-30000,18,18,126,72,54,56,"[6,6,6,2,6]",,,,
37893,Urko Izeta,urko-izeta,1,4,150000,8000000,25,ok,0,7,6,29,16,13,,"[5,2,null,null,null]",,,,
40008,Birmancevic,v-birmancevic,8,4,150000,8000000,20,ok,0,3,3,10,6,4,,"[null,0,null,null,null]",,[3],,
39377,Valdepeñas,valdepenas,15,2,150000,7000000,40,ok,0,0,1,2,0,2,,"[null,null,null,null,null]",,,,
38318,Valentín Gómez,valentin-gomez,87,2,340000,14000000,16,ok,0,14,14,61,37,24,,"[2,2,2,2,null]",,,,
38404,Vertrouwd,vertrouwd,70,2,150000,7000000,33,ok,0,3,6,18,6,12,,"[null,null,null,null,6]",,,,
17121,Víctor García,victor-garcia,10,2,960000,13000000,17,ok,-20000,10,11,76,44,32,,"[null,""doubt"",2,20,null]",,[3],,
37473,Víctor Muñoz,victor-munoz,93,4,7730000,7000000,21,ok,-160000,17,17,222,133,89,2,"[null,9,""doubt"",""injured"",""injured""]",i/p/hero/37473.png,[3],,
32374,Victor Parada,victor-parada,91,2,300000,7000000,24,ok,0,13,17,61,38,23,,"[2,6,6,2,2]",,,,
39924,Ville Koski,ville-koski,91,2,310000,8000000,16,ok,0,3,2,20,18,2,,"[6,2,10,null,null]",,,,
15568,Vinícius Jr,vinicius-junior,15,4,18570000,54000000,7,ok,-150000,18,18,216,103,113,155,"[null,5,2,2,16]",i/p/hero/15568.png,,,
39925,Wesley,wesley,13,4,150000,9000000,22,ok,0,2,3,6,4,2,,"[null,null,null,null,2]",,[3],,
1995,Iñaki Williams,williams,1,4,2320000,30000000,9,ok,-50000,15,15,65,32,33,188,"[6,5,2,2,-2]",i/p/hero/1995.png,,,
30628,Kambwala,willy-kambwala,19,2,150000,7000000,5,ok,0,1,1,-2,0,-2,30,"[null,-2,null,null,0]",,,,
40075,Xavi Espart,xavi-espart,3,2,310000,7000000,42,ok,0,2,2,6,6,0,,"[-2,null,2,null,null]",,,,
37720,Yago Santiago,yago-santiago,75,4,150000,7000000,7,injured,0,3,7,10,2,8,,"[""injured"",""injured"",""injured"",""injured"",""doubt""]",,[3],Artroscopia de rodilla. Retorno estimado: Vuelta indefinida.,1777888800
17344,Yangel Herrera,yangel-herrera,13,3,670000,17000000,12,ok,-10000,5,9,28,16,12,126,"[2,null,2,null,2]",,,,
5771,Yeray,yeray-alvarez,1,2,850000,13000000,5,ok,-20000,3,4,26,14,12,111,"[2,6,2,2,2]",,,,
33474,Yoel Lago,yoel-lago,5,2,490000,7000000,29,ok,-10000,5,7,34,22,12,32,"[6,2,6,6,6]",,,,
1074,Yuri,yuri-berchiche,1,2,1640000,11000000,17,ok,-30000,16,16,104,60,44,86,"[null,6,""doubt"",2,6]",i/p/hero/1074.png,,,
37525,Yusi Enríquez,yusi-enriquez,91,2,200000,7000000,3,ok,0,14,11,62,32,30,,"[null,2,null,2,null]",,,,
39804,Zaid Romero,zaid-romero,8,2,2680000,7000000,24,ok,-70000,7,8,76,39,37,,"[6,6,11,6,""sanctioned""]",,,,
8376,Zubeldia,zubeldia,13,2,460000,13000000,5,ok,-10000,12,13,76,40,36,90,"[2,2,0,""doubt"",""doubt""]",,,,
