date,date_iso,round_id,round_name,score_id,user_id,user_name,points,bonus,reason_bonusPoint,reason_bonusFixed,reason_json,reason_bonusRoundPosition
1769530099,2026-01-27T16:08:19+00:00,4504,Jornada 21,1,10089858,Karlox F.C.,47,2190000,940000,500000,"{""bonusPoint"":940000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1769530099,2026-01-27T16:08:19+00:00,4504,Jornada 21,1,6822272,Ricardo J,44,2480000,980000,500000,"{""bonusPoint"":980000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1769530099,2026-01-27T16:08:19+00:00,4504,Jornada 21,1,8127478,Arregui,43,2910000,1160000,500000,"{""bonusPoint"":1160000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1769530099,2026-01-27T16:08:19+00:00,4504,Jornada 21,1,6826480,Víctor Orta,20,3640000,1640000,500000,"{""bonusPoint"":1640000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1768925203,2026-01-20T16:06:43+00:00,4503,Jornada 20,1,8128710,Los vengadores,70,1120000,620000,500000,"{""bonusPoint"":620000,""bonusFixed"":500000}",
1768925203,2026-01-20T16:06:43+00:00,4503,Jornada 20,1,6822272,Ricardo J,55,1390000,640000,500000,"{""bonusPoint"":640000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1768925203,2026-01-20T16:06:43+00:00,4503,Jornada 20,1,6826480,Víctor Orta,45,1700000,700000,500000,"{""bonusPoint"":700000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1768925203,2026-01-20T16:06:43+00:00,4503,Jornada 20,1,11678835,Julia,42,2090000,840000,500000,"{""bonusPoint"":840000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1768925203,2026-01-20T16:06:43+00:00,4503,Jornada 20,1,5684093,CD Cornisa Azul,35,2400000,900000,500000,"{""bonusPoint"":900000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1768925203,2026-01-20T16:06:43+00:00,4503,Jornada 20,1,8127478,Arregui,32,2850000,1100000,500000,"{""bonusPoint"":1100000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1768925203,2026-01-20T16:06:43+00:00,4503,Jornada 20,1,10089858,Karlox F.C.,31,3400000,1400000,500000,"{""bonusPoint"":1400000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1768320382,2026-01-13T16:06:22+00:00,4787,Jornada 19 (aplazada),1,8127478,Arregui,68,1280000,780000,500000,"{""bonusPoint"":780000,""bonusFixed"":500000}",
1768320382,2026-01-13T16:06:22+00:00,4787,Jornada 19 (aplazada),1,11678835,Julia,68,1650000,900000,500000,"{""bonusPoint"":900000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1768320382,2026-01-13T16:06:22+00:00,4787,Jornada 19 (aplazada),1,10089858,Karlox F.C.,54,1920000,920000,500000,"{""bonusPoint"":920000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1768320382,2026-01-13T16:06:22+00:00,4787,Jornada 19 (aplazada),1,5684093,CD Cornisa Azul,52,2290000,1040000,500000,"{""bonusPoint"":1040000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1768320382,2026-01-13T16:06:22+00:00,4787,Jornada 19 (aplazada),1,6822272,Ricardo J,46,2580000,1080000,500000,"{""bonusPoint"":1080000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1768320382,2026-01-13T16:06:22+00:00,4787,Jornada 19 (aplazada),1,8128710,Los vengadores,45,3110000,1360000,500000,"{""bonusPoint"":1360000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1768320382,2026-01-13T16:06:22+00:00,4787,Jornada 19 (aplazada),1,6826480,Víctor Orta,39,3360000,1360000,500000,"{""bonusPoint"":1360000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1767629096,2026-01-05T16:04:56+00:00,4501,Jornada 18,1,6822272,Ricardo J,62,1100000,600000,500000,"{""bonusPoint"":600000,""bonusFixed"":500000}",
1767629096,2026-01-05T16:04:56+00:00,4501,Jornada 18,1,8128710,Los vengadores,44,1550000,800000,500000,"{""bonusPoint"":800000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1767629096,2026-01-05T16:04:56+00:00,4501,Jornada 18,1,6826480,Víctor Orta,43,1840000,840000,500000,"{""bonusPoint"":840000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1767629096,2026-01-05T16:04:56+00:00,4501,Jornada 18,1,5684093,CD Cornisa Azul,42,2090000,840000,500000,"{""bonusPoint"":840000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1767629096,2026-01-05T16:04:56+00:00,4501,Jornada 18,1,10089858,Karlox F.C.,42,2360000,860000,500000,"{""bonusPoint"":860000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1767629096,2026-01-05T16:04:56+00:00,4501,Jornada 18,1,11678835,Julia,40,2630000,880000,500000,"{""bonusPoint"":880000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1767629096,2026-01-05T16:04:56+00:00,4501,Jornada 18,1,8127478,Arregui,30,3240000,1240000,500000,"{""bonusPoint"":1240000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1766505847,2025-12-23T16:04:07+00:00,4500,Jornada 17,1,8127478,Arregui,58,1240000,740000,500000,"{""bonusPoint"":740000,""bonusFixed"":500000}",
1766505847,2025-12-23T16:04:07+00:00,4500,Jornada 17,1,6826480,Víctor Orta,57,1590000,840000,500000,"{""bonusPoint"":840000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1766505847,2025-12-23T16:04:07+00:00,4500,Jornada 17,1,6822272,Ricardo J,47,1880000,880000,500000,"{""bonusPoint"":880000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1766505847,2025-12-23T16:04:07+00:00,4500,Jornada 17,1,8128710,Los vengadores,44,2130000,880000,500000,"{""bonusPoint"":880000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1766505847,2025-12-23T16:04:07+00:00,4500,Jornada 17,1,10089858,Karlox F.C.,44,2440000,940000,500000,"{""bonusPoint"":940000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1766505847,2025-12-23T16:04:07+00:00,4500,Jornada 17,1,5684093,CD Cornisa Azul,42,2890000,1140000,500000,"{""bonusPoint"":1140000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1766505847,2025-12-23T16:04:07+00:00,4500,Jornada 17,1,11678835,Julia,37,3160000,1160000,500000,"{""bonusPoint"":1160000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1765901249,2025-12-16T16:07:29+00:00,4499,Jornada 16,1,6826480,Víctor Orta,58,900000,400000,500000,"{""bonusPoint"":400000,""bonusFixed"":500000}",
1765901249,2025-12-16T16:07:29+00:00,4499,Jornada 16,1,8127478,Arregui,43,1060000,560000,500000,"{""bonusPoint"":560000,""bonusFixed"":500000}",
1765901249,2025-12-16T16:07:29+00:00,4499,Jornada 16,1,10089858,Karlox F.C.,38,1200000,700000,500000,"{""bonusPoint"":700000,""bonusFixed"":500000}",
1765901249,2025-12-16T16:07:29+00:00,4499,Jornada 16,1,8128710,Los vengadores,37,1240000,740000,500000,"{""bonusPoint"":740000,""bonusFixed"":500000}",
1765901249,2025-12-16T16:07:29+00:00,4499,Jornada 16,1,5684093,CD Cornisa Azul,35,1260000,760000,500000,"{""bonusPoint"":760000,""bonusFixed"":500000}",
1765901249,2025-12-16T16:07:29+00:00,4499,Jornada 16,1,6822272,Ricardo J,28,1360000,860000,500000,"{""bonusPoint"":860000,""bonusFixed"":500000}",
1765901249,2025-12-16T16:07:29+00:00,4499,Jornada 16,1,11678835,Julia,20,1660000,1160000,500000,"{""bonusPoint"":1160000,""bonusFixed"":500000}",
1765296443,2025-12-09T16:07:23+00:00,4498,Jornada 15,1,6826480,Víctor Orta,40,960000,460000,500000,"{""bonusPoint"":460000,""bonusFixed"":500000}",
1765296443,2025-12-09T16:07:23+00:00,4498,Jornada 15,1,10089858,Karlox F.C.,38,1350000,600000,500000,"{""bonusPoint"":600000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1765296443,2025-12-09T16:07:23+00:00,4498,Jornada 15,1,6822272,Ricardo J,32,1620000,620000,500000,"{""bonusPoint"":620000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1765296443,2025-12-09T16:07:23+00:00,4498,Jornada 15,1,5684093,CD Cornisa Azul,31,1890000,640000,500000,"{""bonusPoint"":640000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1765296443,2025-12-09T16:07:23+00:00,4498,Jornada 15,1,11678835,Julia,30,2260000,760000,500000,"{""bonusPoint"":760000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1765296443,2025-12-09T16:07:23+00:00,4498,Jornada 15,1,8128710,Los vengadores,23,2550000,800000,500000,"{""bonusPoint"":800000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1765296443,2025-12-09T16:07:23+00:00,4498,Jornada 15,1,8127478,Arregui,56,,,,{},
1764864329,2025-12-04T16:05:29+00:00,4502,Jornada 19,1,6822272,Ricardo J,34,540000,40000,500000,"{""bonusPoint"":40000,""bonusFixed"":500000}",
1764864329,2025-12-04T16:05:29+00:00,4502,Jornada 19,1,8127478,Arregui,32,700000,200000,500000,"{""bonusPoint"":200000,""bonusFixed"":500000}",
1764864329,2025-12-04T16:05:29+00:00,4502,Jornada 19,1,10089858,Karlox F.C.,28,900000,400000,500000,"{""bonusPoint"":400000,""bonusFixed"":500000}",
1764864329,2025-12-04T16:05:29+00:00,4502,Jornada 19,1,8128710,Los vengadores,24,980000,480000,500000,"{""bonusPoint"":480000,""bonusFixed"":500000}",
1764864329,2025-12-04T16:05:29+00:00,4502,Jornada 19,1,11678835,Julia,20,1060000,560000,500000,"{""bonusPoint"":560000,""bonusFixed"":500000}",
1764864329,2025-12-04T16:05:29+00:00,4502,Jornada 19,1,5684093,CD Cornisa Azul,10,1140000,640000,500000,"{""bonusPoint"":640000,""bonusFixed"":500000}",
1764864329,2025-12-04T16:05:29+00:00,4502,Jornada 19,1,6826480,Víctor Orta,2,1180000,680000,500000,"{""bonusPoint"":680000,""bonusFixed"":500000}",
1764691565,2025-12-02T16:06:05+00:00,4497,Jornada 14,1,8127478,Arregui,62,1020000,520000,500000,"{""bonusPoint"":520000,""bonusFixed"":500000}",
1764691565,2025-12-02T16:06:05+00:00,4497,Jornada 14,1,10089858,Karlox F.C.,58,1310000,560000,500000,"{""bonusPoint"":560000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1764691565,2025-12-02T16:06:05+00:00,4497,Jornada 14,1,8128710,Los vengadores,42,1720000,720000,500000,"{""bonusPoint"":720000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1764691565,2025-12-02T16:06:05+00:00,4497,Jornada 14,1,6826480,Víctor Orta,40,2050000,800000,500000,"{""bonusPoint"":800000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1764691565,2025-12-02T16:06:05+00:00,4497,Jornada 14,1,6822272,Ricardo J,36,2340000,840000,500000,"{""bonusPoint"":840000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1764691565,2025-12-02T16:06:05+00:00,4497,Jornada 14,1,11678835,Julia,28,2910000,1160000,500000,"{""bonusPoint"":1160000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1764691565,2025-12-02T16:06:05+00:00,4497,Jornada 14,1,5684093,CD Cornisa Azul,26,3240000,1240000,500000,"{""bonusPoint"":1240000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1764086919,2025-11-25T16:08:39+00:00,4496,Jornada 13,1,8128710,Los vengadores,61,980000,480000,500000,"{""bonusPoint"":480000,""bonusFixed"":500000}",
1764086919,2025-11-25T16:08:39+00:00,4496,Jornada 13,1,10089858,Karlox F.C.,50,1310000,560000,500000,"{""bonusPoint"":560000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1764086919,2025-11-25T16:08:39+00:00,4496,Jornada 13,1,6826480,Víctor Orta,47,1660000,660000,500000,"{""bonusPoint"":660000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1764086919,2025-11-25T16:08:39+00:00,4496,Jornada 13,1,11678835,Julia,36,1970000,720000,500000,"{""bonusPoint"":720000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1764086919,2025-11-25T16:08:39+00:00,4496,Jornada 13,1,6822272,Ricardo J,33,2440000,940000,500000,"{""bonusPoint"":940000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1764086919,2025-11-25T16:08:39+00:00,4496,Jornada 13,1,8127478,Arregui,28,2750000,1000000,500000,"{""bonusPoint"":1000000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1764086919,2025-11-25T16:08:39+00:00,4496,Jornada 13,1,5684093,CD Cornisa Azul,24,3220000,1220000,500000,"{""bonusPoint"":1220000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1762790883,2025-11-10T16:08:03+00:00,4495,Jornada 12,1,8128710,Los vengadores,55,1020000,520000,500000,"{""bonusPoint"":520000,""bonusFixed"":500000}",
1762790883,2025-11-10T16:08:03+00:00,4495,Jornada 12,1,5684093,CD Cornisa Azul,45,1370000,620000,500000,"{""bonusPoint"":620000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1762790883,2025-11-10T16:08:03+00:00,4495,Jornada 12,1,10089858,Karlox F.C.,41,1780000,780000,500000,"{""bonusPoint"":780000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1762790883,2025-11-10T16:08:03+00:00,4495,Jornada 12,1,8127478,Arregui,40,2050000,800000,500000,"{""bonusPoint"":800000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1762790883,2025-11-10T16:08:03+00:00,4495,Jornada 12,1,6826480,Víctor Orta,39,2320000,820000,500000,"{""bonusPoint"":820000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1762790883,2025-11-10T16:08:03+00:00,4495,Jornada 12,1,11678835,Julia,31,2650000,900000,500000,"{""bonusPoint"":900000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1762790883,2025-11-10T16:08:03+00:00,4495,Jornada 12,1,6822272,Ricardo J,26,3100000,1100000,500000,"{""bonusPoint"":1100000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1762272803,2025-11-04T16:13:23+00:00,4494,Jornada 11,1,8128710,Los vengadores,67,980000,480000,500000,"{""bonusPoint"":480000,""bonusFixed"":500000}",
1762272803,2025-11-04T16:13:23+00:00,4494,Jornada 11,1,10089858,Karlox F.C.,67,1430000,680000,500000,"{""bonusPoint"":680000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1762272803,2025-11-04T16:13:23+00:00,4494,Jornada 11,1,8127478,Arregui,49,1720000,720000,500000,"{""bonusPoint"":720000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1762272803,2025-11-04T16:13:23+00:00,4494,Jornada 11,1,6822272,Ricardo J,46,2170000,920000,500000,"{""bonusPoint"":920000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1762272803,2025-11-04T16:13:23+00:00,4494,Jornada 11,1,6826480,Víctor Orta,36,2480000,980000,500000,"{""bonusPoint"":980000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1762272803,2025-11-04T16:13:23+00:00,4494,Jornada 11,1,11678835,Julia,34,3090000,1340000,500000,"{""bonusPoint"":1340000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1762272803,2025-11-04T16:13:23+00:00,4494,Jornada 11,1,5684093,CD Cornisa Azul,24,3340000,1340000,500000,"{""bonusPoint"":1340000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1761667833,2025-10-28T16:10:33+00:00,4493,Jornada 10,1,11678835,Julia,62,820000,320000,500000,"{""bonusPoint"":320000,""bonusFixed"":500000}",
1761667833,2025-10-28T16:10:33+00:00,4493,Jornada 10,1,8128710,Los vengadores,59,1310000,560000,500000,"{""bonusPoint"":560000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1761667833,2025-10-28T16:10:33+00:00,4493,Jornada 10,1,6822272,Ricardo J,43,1600000,600000,500000,"{""bonusPoint"":600000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1761667833,2025-10-28T16:10:33+00:00,4493,Jornada 10,1,6826480,Víctor Orta,34,1930000,680000,500000,"{""bonusPoint"":680000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1761667833,2025-10-28T16:10:33+00:00,4493,Jornada 10,1,5684093,CD Cornisa Azul,30,2360000,860000,500000,"{""bonusPoint"":860000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1761667833,2025-10-28T16:10:33+00:00,4493,Jornada 10,1,10089858,Karlox F.C.,28,2930000,1180000,500000,"{""bonusPoint"":1180000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1761667833,2025-10-28T16:10:33+00:00,4493,Jornada 10,1,8127478,Arregui,16,3240000,1240000,500000,"{""bonusPoint"":1240000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1761059786,2025-10-21T15:16:26+00:00,4492,Jornada 9,1,11678835,Julia,56,940000,440000,500000,"{""bonusPoint"":440000,""bonusFixed"":500000}",
1761059786,2025-10-21T15:16:26+00:00,4492,Jornada 9,1,6822272,Ricardo J,48,1430000,680000,500000,"{""bonusPoint"":680000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1761059786,2025-10-21T15:16:26+00:00,4492,Jornada 9,1,6826480,Víctor Orta,41,1760000,760000,500000,"{""bonusPoint"":760000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1761059786,2025-10-21T15:16:26+00:00,4492,Jornada 9,1,8128710,Los vengadores,39,2030000,780000,500000,"{""bonusPoint"":780000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1761059786,2025-10-21T15:16:26+00:00,4492,Jornada 9,1,8127478,Arregui,38,2320000,820000,500000,"{""bonusPoint"":820000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1761059786,2025-10-21T15:16:26+00:00,4492,Jornada 9,1,10089858,Karlox F.C.,34,2710000,960000,500000,"{""bonusPoint"":960000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1761059786,2025-10-21T15:16:26+00:00,4492,Jornada 9,1,5684093,CD Cornisa Azul,22,3120000,1120000,500000,"{""bonusPoint"":1120000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1759763570,2025-10-06T15:12:50+00:00,4491,Jornada 8,1,8128710,Los vengadores,50,1040000,540000,500000,"{""bonusPoint"":540000,""bonusFixed"":500000}",
1759763570,2025-10-06T15:12:50+00:00,4491,Jornada 8,1,8127478,Arregui,50,1310000,560000,500000,"{""bonusPoint"":560000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1759763570,2025-10-06T15:12:50+00:00,4491,Jornada 8,1,5684093,CD Cornisa Azul,49,1640000,640000,500000,"{""bonusPoint"":640000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1759763570,2025-10-06T15:12:50+00:00,4491,Jornada 8,1,6822272,Ricardo J,41,2070000,820000,500000,"{""bonusPoint"":820000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1759763570,2025-10-06T15:12:50+00:00,4491,Jornada 8,1,11678835,Julia,32,2480000,980000,500000,"{""bonusPoint"":980000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1759763570,2025-10-06T15:12:50+00:00,4491,Jornada 8,1,10089858,Karlox F.C.,28,2750000,1000000,500000,"{""bonusPoint"":1000000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1759763570,2025-10-06T15:12:50+00:00,4491,Jornada 8,1,6826480,Víctor Orta,27,3000000,1000000,500000,"{""bonusPoint"":1000000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1759331369,2025-10-01T15:09:29+00:00,4490,Jornada 7,1,10089858,Karlox F.C.,51,940000,440000,500000,"{""bonusPoint"":440000,""bonusFixed"":500000}",
1759331369,2025-10-01T15:09:29+00:00,4490,Jornada 7,1,6822272,Ricardo J,41,1270000,520000,500000,"{""bonusPoint"":520000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1759331369,2025-10-01T15:09:29+00:00,4490,Jornada 7,1,8128710,Los vengadores,39,1620000,620000,500000,"{""bonusPoint"":620000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1759331369,2025-10-01T15:09:29+00:00,4490,Jornada 7,1,6826480,Víctor Orta,34,1930000,680000,500000,"{""bonusPoint"":680000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1759331369,2025-10-01T15:09:29+00:00,4490,Jornada 7,1,8127478,Arregui,31,2280000,780000,500000,"{""bonusPoint"":780000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1759331369,2025-10-01T15:09:29+00:00,4490,Jornada 7,1,11678835,Julia,26,2570000,820000,500000,"{""bonusPoint"":820000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1759331369,2025-10-01T15:09:29+00:00,4490,Jornada 7,1,5684093,CD Cornisa Azul,22,3020000,1020000,500000,"{""bonusPoint"":1020000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1758877531,2025-09-26T09:05:31+00:00,4710,Jornada 6 (aplazada),1,8128710,Los vengadores,41,780000,280000,500000,"{""bonusPoint"":280000,""bonusFixed"":500000}",
1758877531,2025-09-26T09:05:31+00:00,4710,Jornada 6 (aplazada),1,8127478,Arregui,36,1110000,360000,500000,"{""bonusPoint"":360000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1758877531,2025-09-26T09:05:31+00:00,4710,Jornada 6 (aplazada),1,10089858,Karlox F.C.,30,1580000,580000,500000,"{""bonusPoint"":580000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1758877531,2025-09-26T09:05:31+00:00,4710,Jornada 6 (aplazada),1,6822272,Ricardo J,29,1830000,580000,500000,"{""bonusPoint"":580000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1758877531,2025-09-26T09:05:31+00:00,4710,Jornada 6 (aplazada),1,5684093,CD Cornisa Azul,29,2100000,600000,500000,"{""bonusPoint"":600000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1758877531,2025-09-26T09:05:31+00:00,4710,Jornada 6 (aplazada),1,11678835,Julia,18,2470000,720000,500000,"{""bonusPoint"":720000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1758877531,2025-09-26T09:05:31+00:00,4710,Jornada 6 (aplazada),1,6826480,Víctor Orta,14,2820000,820000,500000,"{""bonusPoint"":820000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1758553696,2025-09-22T15:08:16+00:00,4488,Jornada 5,1,10089858,Karlox F.C.,51,940000,440000,500000,"{""bonusPoint"":440000,""bonusFixed"":500000}",
1758553696,2025-09-22T15:08:16+00:00,4488,Jornada 5,1,8128710,Los vengadores,50,1370000,620000,500000,"{""bonusPoint"":620000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1758553696,2025-09-22T15:08:16+00:00,4488,Jornada 5,1,8127478,Arregui,47,1760000,760000,500000,"{""bonusPoint"":760000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1758553696,2025-09-22T15:08:16+00:00,4488,Jornada 5,1,5684093,CD Cornisa Azul,46,2170000,920000,500000,"{""bonusPoint"":920000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1758553696,2025-09-22T15:08:16+00:00,4488,Jornada 5,1,6826480,Víctor Orta,38,2440000,940000,500000,"{""bonusPoint"":940000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1758553696,2025-09-22T15:08:16+00:00,4488,Jornada 5,1,6822272,Ricardo J,31,2750000,1000000,500000,"{""bonusPoint"":1000000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1758553696,2025-09-22T15:08:16+00:00,4488,Jornada 5,1,11678835,Julia,22,3020000,1020000,500000,"{""bonusPoint"":1020000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1758035713,2025-09-16T15:15:13+00:00,4487,Jornada 4,1,8127478,Arregui,68,740000,240000,500000,"{""bonusPoint"":240000,""bonusFixed"":500000}",
1758035713,2025-09-16T15:15:13+00:00,4487,Jornada 4,1,8128710,Los vengadores,52,1150000,400000,500000,"{""bonusPoint"":400000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1758035713,2025-09-16T15:15:13+00:00,4487,Jornada 4,1,6826480,Víctor Orta,42,1700000,700000,500000,"{""bonusPoint"":700000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1758035713,2025-09-16T15:15:13+00:00,4487,Jornada 4,1,6822272,Ricardo J,36,1970000,720000,500000,"{""bonusPoint"":720000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1758035713,2025-09-16T15:15:13+00:00,4487,Jornada 4,1,10089858,Karlox F.C.,35,2340000,840000,500000,"{""bonusPoint"":840000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1758035713,2025-09-16T15:15:13+00:00,4487,Jornada 4,1,5684093,CD Cornisa Azul,20,2790000,1040000,500000,"{""bonusPoint"":1040000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1758035713,2025-09-16T15:15:13+00:00,4487,Jornada 4,1,11678835,Julia,12,3360000,1360000,500000,"{""bonusPoint"":1360000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1756739692,2025-09-01T15:14:52+00:00,4486,Jornada 3,1,6822272,Ricardo J,47,940000,440000,500000,"{""bonusPoint"":440000,""bonusFixed"":500000}",
1756739692,2025-09-01T15:14:52+00:00,4486,Jornada 3,1,8128710,Los vengadores,41,1270000,520000,500000,"{""bonusPoint"":520000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1756739692,2025-09-01T15:14:52+00:00,4486,Jornada 3,1,5684093,CD Cornisa Azul,41,1660000,660000,500000,"{""bonusPoint"":660000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1756739692,2025-09-01T15:14:52+00:00,4486,Jornada 3,1,10089858,Karlox F.C.,39,2030000,780000,500000,"{""bonusPoint"":780000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1756739692,2025-09-01T15:14:52+00:00,4486,Jornada 3,1,8127478,Arregui,33,2320000,820000,500000,"{""bonusPoint"":820000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1756739692,2025-09-01T15:14:52+00:00,4486,Jornada 3,1,6826480,Víctor Orta,26,2570000,820000,500000,"{""bonusPoint"":820000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1756739692,2025-09-01T15:14:52+00:00,4486,Jornada 3,1,11678835,Julia,22,2940000,940000,500000,"{""bonusPoint"":940000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1756393378,2025-08-28T15:02:58+00:00,4489,Jornada 6,1,8128710,Los vengadores,6,500000,,500000,"{""bonusFixed"":500000}",
1756393378,2025-08-28T15:02:58+00:00,4489,Jornada 6,1,11678835,Julia,6,540000,40000,500000,"{""bonusPoint"":40000,""bonusFixed"":500000}",
1756393378,2025-08-28T15:02:58+00:00,4489,Jornada 6,1,10089858,Karlox F.C.,4,540000,40000,500000,"{""bonusPoint"":40000,""bonusFixed"":500000}",
